id,poj_unicode,hanji,poj_bunim_unicode,comment,hanlo_comment,tailo,page_number,new_comment
,tha̍h,疉,Tia̍p,"tha̍h-la̍h, saⁿ-tha̍h, saⁿ-liân-tha̍h, tha̍h-lâu, chiâⁿ-tha̍h-tsóa.","疊疊, 相疊, 相連疊, 疊樓, 成疊紙.",thah8,734,
,tha̍h,疊,Tia̍p,"tha̍h-la̍h, saⁿ-tha̍h, saⁿ-liân-tha̍h, tha̍h-lâu, chiâⁿ-tha̍h-tsóa.","疊疊, 相疊, 相連疊, 疊樓, 成疊紙.",thah8,734,
,Thai,邰,,"kok ê miâ, tsá Chiu sian-tsó͘ khì-sak siā-chek hōng tī chit só͘-tsāi, sī hiān-kim Siám-sai séng koāiⁿ-lāi.","國 ê 名, 早 周 先祖 棄捒 社稷 奉 tī 這 所在, 是 現今 陜西 省 縣名.",Thai1,734,
,Thai,鮐,,"hô-ti hî ê pa̍t-miâ, tōa chhioh-gōa; lāu, hè-siū, iā chí lāu-lâng phê-hu siau-sán ê ì-sù.","河豬 魚 ê 別名, 大 尺外; 老, 歲壽, 也 指 老人 皮膚 消瘦 ê 意思.",Thai1,734,
,Thai,寄,,"hū-jîn-lâng ké-tsòe ê thâu-mn̂g, tsáng, tsáng-pâi.","婦人人 假做 ê 頭毛, 總, 總牌.",Thai1,734,
,Thai,胎,,"sin-īn saⁿ-ge̍h ji̍t bōe chhut-sì, khí-thâu, tsún-tǹg, tô-tsáu, hoâi-thai.","身孕 三月 日 bōe 出世, 起頭, 準當, 逃走, 懷胎.",Thai1,734,
,Thai,苔,,"chio̍h-thâu só͘ siⁿ ê mi̍h, chhin-chhiūⁿ chháu, chhiⁿ-thî.","石頭 所 生 ê 物, 親像 草, 青苔.",Thai1,734,
,Thai,抬,,"kú-khí, kng-mi̍h, giâ-teh; khai-kú, thê-thâu, toaⁿ-thê, thai-khí.","舉起, 扛物, giâ teh; 開舉, the̍h頭, 單the̍h, 抬起.",Thai1,734,
,Thai,擡,,"kú-khí, kng-mi̍h, giâ-teh; khai-kú, thê-thâu, toaⁿ-thê, thai-khí.","舉起, 扛物, giâ teh; 開舉, the̍h頭, 單the̍h, 抬起.",Thai1,734,
,Thai,炲,,"chiū-sī hé-ian hun ê kiaⁿ-lâng mi̍h, ian-thûn.","就是 火煙 薰 ê 驚人 物, 煙塵.",Thai1,734,
,Thai,炱,,"chiū-sī hé-ian hun ê kiaⁿ-lâng mi̍h, ian-thûn.","就是 火煙 薰 ê 驚人 物, 煙塵.",Thai1,734,
,Thai,檯,,"chiū-sī chi̍t-khoán chhiū ê miâ, i ê chhâ oē-tsòe-ti̍t lôe-bé.","就是 一款 樹 ê 名, 伊 ê 柴 會做得 犁尾.",Thai1,734,
,Thai,𠷂,,"kóng-oē bô chiàⁿ, chhàu-leng-tai.","講話 無 正, 臭奶呆.",Thai1,734,
,Thai,咍,,"chhiò ê ì-sù, iā-sī lâng ê ì-sù.","笑 ê 意思, 也是 人 ê 意思.",Thai1,734,
,Thai,紿,,"giâu-gî; khi-phiàn kan-tsà; tîⁿ-tiâu, bān-bān ê ì-sù.","僥疑; 欺騙 奸詐; 纏tiâu, 慢慢 ê 意思.",Thai1,734,
,Thai,笞,,"ēng tek-pán phah seng-khu, kéng-kài, tek-pe.","用 竹板 phah 身軀, 警戒, 竹棓.",Thai1,735,
,Thai,駘,,khoah-tōa ê ì-sù; khoàiⁿ-oa̍h ê khoán-sit; khiap-sì ê khoán.,闊大 ê 意思; 快活 ê 款式; 怯勢 ê 款.,Thai1,735,
,Thai,台,,"koâiⁿ, tōa, tsun-kùi ê chheng-ho͘, lí, lāu; chhiⁿ-sîn ê miâ, jī-sìⁿ.","懸, 大, 尊貴 ê 稱呼, 你, 老; 星辰 ê 名, 字姓.",Thai1,735,
,Thai,枱,,"chhiū ê miâ; toh-á, hì-tâi.","樹 ê 名; 桌á, 戲台.",Thai1,735,
,Thai,臺,,koâiⁿ ê chhù khòaⁿ sì-hng; chhe-ēng; koâiⁿ-koâiⁿ ê ì-sù.,懸 ê 厝 看 四方; 差用; 懸懸 ê 意思.,Thai1,735,
,Thai,䑓,,koâiⁿ ê chhù khòaⁿ sì-hng; chhe-ēng; koâiⁿ-koâiⁿ ê ì-sù.,懸 ê 厝 看 四方; 差用; 懸懸 ê 意思.,Thai1,735,
,Thai,乿,,"tsúi ê miâ, liāu-lí kàu hó-sè; thài-pêng.","水 ê 名, 料理 到 好勢; 太平.",Thai1,735,
,Thai,治,,"tsúi ê miâ, liāu-lí kàu hó-sè; thài-pêng.","水 ê 名, 料理 到 好勢; 太平.",Thai1,735,
,thai,篩,Su,"thai-táu, thai-táu kiâⁿ, bí-thai, mī-thai, kè-thai, thai-lâi thai-khì.","篩斗, 篩斗 行, 米篩, 麵颱, 過篩, 篩來 篩去.",thai1,735,
,thai,—,,"hong-thai, hong-thai-hō͘, tsòe hong-thai, hé-thai.","風颱, 風颱雨, 做 風颱, 火颱.",thai1,735,
,Thái,𤗿,,gô͘-kok lâng kóng phòa-chhâ lia̍h-pêng ê ì-sù.,吳國 人 講 破柴 掠平 ê 意思.,Thai2,735,
,Thái,㘆,,kóng-oē bô soah; oē tsōe-tsōe m̄-tio̍h ê ì-sù.,講話 無 soah; 話 濟濟 m̄-tio̍h ê 意思.,Thai2,735,
,thái,癩,Nāi,"thái-ko, thái-ko-iâⁿ, thái-ko i-chiâⁿ si-lô, thái-ko thái chiūⁿ bīn.","癩ko, 癩ko營, 癩ko 伊成 絲蘿, 癩ko 癩 上 面.",thai2,735,
,thái,豈,Khí,"thái-thó, thái-thó oē, thái-thó ū lí-khì, mn̄g ê oē.","thái-thó, thái-thó 會, thái-thó 有 理氣, 問 ê 話.",thai2,735,
,thái,體,Thé,"siat-thái, chiū-sī chin, á-sī kè-thâu tsōe, chhin-chhiūⁿ siat-thái-koâiⁿ.","設體, 就是 真, á是 過頭 濟, 親像 設體懸.",thai2,735,
,thái,怎,Chím,"beh-thái, beh-thái oē, beh-thái ū; iā-sī mn̄g ê oē.","beh-thái, beh-ái 會, beh-thái 有; 也是 問 ê 話.",thai2,735,
,thái,—,,"thái, chiū-sī hoah-siaⁿ hō͘ cheng-siⁿ kiaⁿ, lâi, tsáu-khì ê ì-sù.","thái, 就是 喝聲 hō͘ 精牲 驚, 來, 走去 ê 意思.",thai2,735,
,Thài,太,,"ke̍k, chīn-thâu, thài-tōa, thài-sòe.","極, 盡頭, 太大, 太歲.",Thai3,735,
,Thài,㑷,,"khoán-sit, hêng-siōng, thé-thài, thé-thóng.","款式, 形像, 體態, 體統.",Thai3,735,
,Thài,忕,,"chhia-chhí, chhia-hoa kàu-ke̍k ê ì-sù.","奢侈, 奢華 夠極 ê 意思.",Thai3,735,
,Thài,忲,,"chhia-hoa; chì-khì chhia-chhí, sin-thé kiau-thài.","奢華; 志氣 奢侈, 身體 嬌態.",Thai3,735,
,Thài,㥭,,"chhia-chhí, kap {忕Thài} sio-siāng.","車鼠, kap {忕Thài} 相像.",Thai3,735,
,Thài,𪐥,,chiū-sī chin o͘ kàu-ke̍k ê ì-sù.,就是 真 烏 夠極 ê 意思.,Thai3,735,
,Thài,泰,,"tōa, ke̍k, kiau, chhia, pêng-an, heng-ōng, só͘-tsāi miâ, Tiô-thòa, kok-thài.","大, 極, 驕, 奢, 平安, 興旺, 所在 名, 長泰, 國泰.",Thai3,735,
,Thài,態,,"hêng-siōng, thé-thóng, khoán-sit, thé-thài.","形像, 體統, 款式, 體態.",Thai3,735,
,Thài,汰,,"sóe, thōa, sóe-thōa; ku̍t-ku̍t, kè-thâu, jūn.","洗, 汰, 洗汰; 滑滑, 過頭, 潤.",Thai3,735,
,Thài,太,,"thài-ke̍k, chīn-thâu, thài-tōa, thài-sòe.","太極, 盡頭, 太大, 太歲.",Thai3,735,
,Thài,詒,,"chiū-sī bú-bān, khi-phiàn ê ì-sù.","就是 侮慢, 欺騙 ê 意思.",Thai3,735,
,thài,杀,Sài,"thài-khì, thài-tsún i; bô, chiū-thài.","汰去, 汰准 伊; 無, 就汰.",thai3,735,
,thài,殺,Sài,"thài-khì, thài-tsún i; bô, chiū-thài.","汰去, 汰準 伊; 無, 就汰.",thai3,735,
,thài,—,,"thài=thái, beh-thài, chiū-sī beh-thái, sī mn̄g ê ì-sù.","thài=thái, beh-thài, 就是 beh-thái, 是 問 ê 意思.",thai3,736,
,thâi,杀,Sài,"saⁿ-thâi, thâi-su; thâi-lâi thâi-khì, ti̍t-ti̍t thâi, thâi-lâng; thâi-ti, thâi-gû.","相刣, 刣輸; 刣來 刣去, 直直 刣, 刣人; 刣豬, 刣牛.",thai5,736,
,thâi,殺,Sài,"saⁿ-thâi, thâi-su; thâi-lâi thâi-khì, ti̍t-ti̍t thâi, thâi-lâng; thâi-ti, thâi-gû","相刣, 刣輸; 刣來 刣去, 直直 刣, 刣人; 刣豬, 刣牛.",thai5,736,
,Thāi,待,,"thèng-hāu, pī-pān, ǹg-bāng, khoán-thāi; put-thāi, chiū-sī m̄-sái.","聽候, 備辦, ǹg望, 款待; 不待, 就是 毋使.",Thai7,736,
,Thāi,駘,,"khoah-tōa ê ì-sù, ià-siān, tun, bé bōe chìn-chêng.","闊大 ê 意思, 厭倦, 鈍, 馬 bōe 進前.",Thai7,736,
,thak,剔,Thek,"thak-thak, pó͘-thak, thak chhùi-khí, thak-khí, sat-pìn-thak, thak-thek.","剔剔, 補剔, 剔嘴齒, 剔齒, 蝨篦剔, 剔剔。",thak4,736,
,thak,—,,"thak sǹg-pôaⁿ, thak-siàu, thak-khòaⁿ.","thak 算盤, 剔賬, 剔看.",thak4,736,
,tha̍k,讀,Tho̍k,"tha̍k-chheh, tha̍k-keng, kìⁿ-tha̍k kìⁿ-bat, khûn-tha̍k, tha̍k-sò͘.","讀冊, 讀經, 見讀 見捌, 勤讀, 讀訴.",thak8,736,
,Tham,貪,,"ài pa̍t-lâng ê mi̍h, ài mi̍h siuⁿ-kè-thâu, tham-sim, tham-hàu, tham-chia̍h.","愛 別人 ê 物, 愛 物 傷過頭, 貪心, 貪孝, 貪食.",Tham1,736,
,Tham,醓,,"bah-chiuⁿ ê chiap, sng-chhò͘.","肉醬 ê 汁, 酸醋.",Tham1,736,
,Tham,探,,"bong-khòaⁿ, thàm-khòaⁿ, táⁿ-thàm, saⁿ-thàm, thàm-chhin; thàm-hoe.","摸看, 探看, 打探, 相探, 探親; 探花.",Tham1,736,
,Tham,撢,,"thàm-khòaⁿ, chhì-khòaⁿ, táⁿ-thàm ông ê chì-khì, iā tha̍k Thàm ì-sù siāng.","探看, 試看, 打探 王 ê 志氣, 也 讀 Thàm 意思 像.",Tham1,736,
,Tham,欿,,ài-tit-tio̍h; tham-sim ê ì-sù.,ài得tio̍h; 貪心 ê 意思.,Tham1,736,
,Thám,毯,,ēng mn̂g chit-chiâⁿ ê chhio̍h.,用 毛 織成 ê 蓆.,Tham2,736,
,Thám,菼,,"chháu ê miâ, chhin-chhiūⁿ lō͘-úi, thang tsòe sàu-chiú.","草 ê 名, 親像 蘆葦, thang 做 掃帚.",Tham2,736,
,Thám,憳,,sim-koaⁿ gî-ngái bōe pêng-an ê ì-sù.,心肝 疑騃 bōe 平安 ê 意思.,Tham2,736,
,Thám,𦃖,,"ka-tsui chiáu ê mn̂g-sek, lô͘-tek khí-thâu hoat-siⁿ ê ì-sù.","鵁鵻 鳥 ê 毛色, 蘆竹 起頭 發生 ê 意思.",Tham2,736,
,Thám,⿰月⿱冘皿,,"chhiⁿ-bah ê chiap, bah-chiuⁿ; sng-chhò͘ ê ì-sù.","生肉 ê 汁, 肉醬; 酸醋 ê 意思.",Tham2,736,
,Thám,嗿,,"siaⁿ-seh, siaⁿ tsōe-tsōe ê khoán-sit.","聲說, 聲 濟濟 ê 款式.",Tham2,736,
,Thám,緂,,pe̍h koh chhiⁿ ê saⁿ ê khoán; saⁿ chhái-sek chhiⁿ ê ì-sù.,白 koh 青 ê 衫 ê 款; 衫 彩色 青 ê 意思.,Tham2,736,
,Thám,忐,,sim-koaⁿ khang-hi ê ì-sù.,心肝 空虛 ê 意思.,Tham2,736,
,Thám,醓,,bah-chiuⁿ ê chiap; sng-chhò͘ ê ì-sù.,肉醬 ê 汁; 酸醋 ê 意思.,Tham2,736,
,Thám,裧,,"môa-saⁿ, ū-mn̂g ê pò͘, khàm-chhia ê tiùⁿ-ûi.","麻衫, 有毛 ê 布, khàm車 ê 帳帷.",Tham2,736,
,Thám,─,,"thám-mé, chiū-sī kóaⁿ-kín, liâm-piⁿ ê ì-sù.","thám猛, 就是 趕緊, liâm-piⁿ ê 意思.",Tham2,736,
,Thàm,僋,,"chhi-gâi, gōng-gōng ê khoán-sit.","癡gâi, 戇戇 ê 款式.",Tham3,736,
,Thàm,探,,"bong-khòaⁿ, thàm-khòaⁿ, saⁿ-thàm, táⁿ-thàm, thàm-chhin, thàm-hoe.","摸看, 探看, 相探, 打探, 探親, 探花.",Tham3,736,
,Thâm,曇,,chiū-sī chhiūⁿ-hûn; o͘-hûn ê ì-sù; ji̍t hō͘ hûn jia.,就是 像雲; 烏雲 ê 意思; 日 hō͘ 雲 遮.,Tham5,736,
,Thâm,潭,,"tsúi-miâ, tsúi khut-chhim, thâm, thâm-khut.","水名, 水 窟深, 潭, 潭窟.",Tham5,736,
,Thâm,罈,,"hûi ê khì-kū, thang tóe-chiú; chiú-thâm, tōa-thâm, chi̍t-thâm-chiú.","瓷 ê 器具, 通 貯酒; 酒罈, 大罈, 一罈酒.",Tham5,736,
,Thâm,䊤,,"bí-tsú-nōa, iûⁿ-iûⁿ, sap-sap-á, che-tái.","米煮爛, 溶溶, 屑屑á, 渣滓.",Tham5,736,
,Thâm,𤮦,,"sio̍k hûi ê lūi, un sio-chiú ê khì-kū.","屬 瓷 ê 類, 溫 燒酒 ê 器具.",Tham5,737,
,Thâm,墰,,"tōe-hō miâ; sio̍k hûi ê lūi, thang tsòe tóe-chiú ê khì-kū.","地號 名; 屬 瓷 ê 類, thang 做 貯酒 ê 器具.",Tham5,737,
,Thâm,壜,,"tōe-hō miâ; sio̍k hûi ê lūi, thang tsòe tóe-chiú ê khì-kū.","地號 名; 屬 瓷 ê 類, thang 做 貯酒 ê 器具.",Tham5,737,
,Thâm,𧽼,,"tsáu ê khoán, kóaⁿ-kín tsáu; saⁿ-tè kóaⁿ-tio̍h tsōe-tsōe ê khoán-sit.","走 ê 款, 趕緊 走; 相tè 趕tio̍h 濟濟 ê 款式.",Tham5,737,
,Thâm,醰,,"chiú-bī khó͘-khó͘, kāu-bī, tiⁿ-tiⁿ, hó-chiú.","酒味 苦苦, 厚味, 甜甜, 好酒.",Tham5,737,
,Thâm,驔,,bé kha-chiah-chit n̂g-sek.,馬 尻脊脊 黃色.,Tham5,737,
,Thâm,痰,,"chhùi-ni̍h ê thâm-nōa, lô-thâm-nōa.","嘴裡 ê 痰瀾, 濁痰瀾.",Tham5,737,
,Thâm,覃,,"kàu, tn̂g, khoah, chhim, hn̄g, lâng ê jī-sìⁿ.","到, 長, 闊, 深, 遠, 人 ê 字姓.",Tham5,737,
,Thâm,橝,,"chhù ê nî-chîⁿ chêng, chhâ ê hu thang ní-sek; lîn-chhiū ê pa̍t-miâ.","厝 ê 簾簷 前, 柴 ê 灰 通 染色; 橉樹 ê 別名.",Tham5,737,
,Thâm,燂,,"hang-hé, ù-tio̍h; hē tī hé-ni̍h hō͘-i sio.","烘火, 煦tio̍h； hē tī 火裡 hō͘伊 燒.",Tham5,737,
,Thâm,撢,,"thàm-khòaⁿ, kap tha̍k Tham, Thàm sio-siāng.","探看, kap 讀 Tham, Thàm 相像.",Tham5,737,
,Thâm,嚵,,"tham-chia̍h, put-ti-chiok, chhì-mi̍h, teh-mi̍h.","貪食, 不知足, 試物, teh物.",Tham5,737,
,Thâm,蟫,,"pe̍h-hî, n̂g-sek kàu lāu sin-khu ū hún ná gûn chiah hō-tsòe pe̍h-hî.","白魚, 黃色 到 老 身軀 有 粉 ná 銀 chiah 號做 白魚.",Tham5,737,
,thām,𨻴,Chhâm,"thām=thap, thām-tó͘, thām-tsúi, ta̍h-thām; seng-khu ta̍h-thām.","thām=塌, 窞肚, 窞水, 踏窞; 身軀 踏窞.",tham7,737,
,Than,嘽,,"chhoán-khùi, tsōe-tsōe, hoaⁿ-hí.","喘氣, 濟濟, 歡喜.",Than1,737,
,Than,潬,,"tsúi-thoaⁿ, tsúi-lōa, tsúi lâu ê khoán-sit.","水灘, 水瀨, 水 流 ê 款式.",Than1,737,
,Than,坛,,"thia̍p thô͘ khí tī pîⁿ-tōe, tsòe chè-hiàn ê lō͘-ēng; tiûⁿ-lāi ê tiâⁿ; chè-tôaⁿ.","疊 土 起 tī 平地, 做 祭獻 ê 路用; 場內 ê 埕; 祭壇.",Than1,737,
,Than,𫼘,,ēng chhiú thuh-mi̍h hō͘-i koâiⁿ-koâiⁿ; á-sī giâ-mi̍h ê ì-sù.,用 手 托物 hō͘伊 懸懸; á是 giâ物 ê 意思.,Than1,737,
,Than,𤁤,,"tsúi-thoaⁿ, tsúi-lōa, tsúi kín-lâu ê khoán-sit.","火灘, 水瀨, 水 緊流 ê 款式.",Than1,737,
,Than,擹,,"khui, chhiú lâi pâi-lia̍t, bān-bān, hōaⁿ; poa̍h-kiáu.","開, 手 來 排列, 慢慢, 扞; 跋檄.",Than1,737,
,Than,攤,,"khui, chhiú lâi pâi-lia̍t, bān-bān, hōaⁿ; poa̍h-kiáu.","開, 手 來 排列, 慢慢, 扞; 跋檄.",Than1,737,
,Than,灘,,"tsúi kín-lâu, lâu-lo̍h chio̍h-pôaⁿ, lâu tī soa-téng, lōa ê khoán, hái-thoaⁿ.","水 緊流, 留落 石磐, 流 tī 砂頂, 瀨 ê 款, 海灘.",Than1,737,
,Than,癱,,"kha-chhiú kín-kín bâ-pì, piàn-sūi.","腳手 緊緊 麻痺, 半遂.",Than1,737,
,Than,痑,,"bé phòa-pīⁿ, chhut-la̍t kàu-ke̍k, ià-siān; tsōe-tsōe ê khoán, hòng-chiòng.","馬 破病, 出力 到極, 厭倦; 濟濟 ê 款, 放縱.",Than1,737,
,than,蟶,Chheng,"siⁿ kha-than, tek-than, tah-than, hiau-than, pho͘ bīn-than.","生 腳蟶, 竹蟶, 搭蟶, 僥蟶, 鋪 面蟶.",than1,737,
,Thán,袒,,"lu̍t chhiú-ńg; phian-su pó-hō͘, phian-thán, thán-pì, thán-chhin.","捋 手袂; 偏私 保護, 偏袒, 袒庇, 袒親.",Than2,737,
,Thán,靼,,"nńg-nńg ê phê, lāi-bīn-phê, lāi-têng-phê ê ì-sù.","軟軟 ê 皮, 內面皮, 內重皮 ê 意思.",Than2,737,
,Thán,膻,,soaⁿ-iûⁿ bah ê chhàu-hiàn; bé-pà-thâu; heng-khám leng-pō͘ ê tiong-kan.,山羊 肉 ê 臭羶; 尾巴頭; 胸坎 乳部 ê 中間.,Than2,737,
,Thán,坦,,"pîⁿ ê só͘-tsāi, khui-khoah, pêng-chēng; kiáⁿ sài; jī-sìⁿ; pîⁿ-thán.","平 ê 所在, 開闊, 平靜; kiáⁿ 婿; 字姓; 平坦.",Than2,737,
,Thán,疸,,"lô-khó͘ ê pīⁿ, n̂g-sek ê pīⁿ, n̂g-thán.","勞苦 ê 病, 黃色 ê 病, 黃疸.",Than2,737,
,Thán,妲,,"Tiū-ông ê ài-hui, Thán-kí.","紂王 ê 愛妃, 妲己.",Than2,738,
,Thán,𤺺,,"lô-khó͘ ê pīⁿ-chèng, n̂g-sek-pīⁿ, n̂g-thán, n̂g-chéng-hàm.","勞苦 ê 病症, 黃色病, 黃疸, 黃腫hàm.",Than2,738,
,Thán,襢,,"lu̍t chhiú-ńg, thǹg gōa-saⁿ; phian-su pó-hō͘-lâng, phian-thán=祖","捋 手袂, 褪 外衫; 偏私 保護人, 偏袒=祖",Than2,738,
,Thán,怛,,"sim-koaⁿ kiaⁿ-hiâⁿ, tio̍h-bôa, lîn-bín, kóaⁿ-kín.","心肝 驚惶, tio̍h磨, 憐憫, 趕緊.",Than2,738,
,Thán,担,,"chhéng-sàu; pōaⁿ chheng-khì, chhéng-á, phah, tah, kia̍h-khí.","筅掃; 拌 清氣, 筅á, phah, 搭, 攑起.",Than2,738,
,Thán,亶,,"gō͘-kak tsōe-tsōe thang oá-khò, sêng-si̍t, sìn-si̍t, sìn, kok-miâ.","五穀 濟濟 thang oá靠, 誠實, 信實, 信, 國名.",Than2,738,
,Thán,癉,,"lô-khó͘ ê pīⁿ, gín-á pīⁿ, kan-khó͘, tio̍h-bôa, siū-khì.","勞苦 ê 病, gín-á 病, 艱苦, tio̍h磨, 受氣.",Than2,738,
,Thán,綻,,"kap-tsōa li̍h-khui, phòa-li̍h, thíⁿ.","kap逝 裂開, 破裂, 綻.",Than2,738,
,thán,毯,Thám,"thán-á, thán-ná, sòaⁿ-thán, jiông-thán, mn̂g-thán, tē-thán.","毯á, 毯á, 線毯, 絨毯, 毛毯, 地毯.",than2,738,
,thán,—,,"lán-thán, chiū-sī pîn-tōaⁿ ê ì-sù.","懶thán, 就是 貧憚 ê 意思.",than2,738,
,thán,—,,"thán-píⁿ, thán khi-sin, thán-pîⁿ, thán-hoâiⁿ, thán-chhu, thán-chhoa̍h.","坦扁, 坦 攲身, 坦平, 坦橫, 坦趨, 坦斜.",than2,738,
,Thàn,炭,,"hé-thòaⁿ; hé, o͘-sek; jī-sìⁿ; tô͘-thàn, thô͘-bê o͘, tsai-ē.","火炭; 火, 烏色; 字姓; 塗炭, 土糜 烏, 災禍.",Than3,738,
,Thàn,嘆,,"siaⁿ ha̍p sim ê ì-sù; thó͘-khùi, o-ló, khan-siaⁿ.","聲 合 心 ê 意思; 吐氣, o-ló, 牽聲.",Than3,738,
,Thàn,歎,,"siaⁿ ha̍p sim ê ì-sù; thó͘-khùi, o-ló, khan-siaⁿ.","聲 合 心 ê 意思; 吐氣, o-ló, 牽聲.",Than3,738,
,Thàn,湠,,tōa-tsúi ê ì-sù; tsúi khoah-khoah teh lâu ê khoán-sit.,大水 ê 意思; 水 闊闊 teh 流 ê 款式.,Than3,738,
,thàn,趁,Thìn,"thàn hoat-tō͘, thàn-tō-lí, m̄-thàn; thàn-bēng-lēng, thàn-phāng.","趁 法度, 趁道理, m̄趁; 趁命令, 趁縫.",than3,738,
,thàn,趂,Thìn,"thàn hoat-tō͘, thàn-tō-lí, m̄-thàn; thàn-bēng-lēng thàn-phāng.","趁 法度, 趁道理, m̄趁; 趁命令, 趁縫.",than3,738,
,thàn,—,,"thàn-ti, thàn-iûⁿ, thàn-gû, chiū-sī kóaⁿ cheng-siⁿ hō͘-i tsáu; tsóng-sī khah khin hit-ê kóaⁿ.","趁豬, 趁羊, 趁牛, 就是 趕 精牲 hō͘伊 走; 總是 khah 輕 彼ê 趕.",than3,738,
,thân,談,Tâm,"lân-thân, chiū-sī sio̍k Tiô-chiu-hú thó͘-im ê hì-pan ê hì.","南談, 就是 屬 潮州府 土音 ê 戲班 ê 戲.",than5,738,
,thang,通,Thong,"m̄-thang, góa bô-thang, thang á-sī m̄-thang, bô thang-hó, bô thang-chia̍h.","m̄-thang, 我 無通, 通 á是 m̄-thang, 無 thang好, 無 thang食.",thang1,738,
,thang,牕,Chhong,"thang-á, thang-á kheng, thang-á-chí, thang-á-mn̂g, thoah-thang.","窗á, 窗á 框, 窗á子, 窗á門, 挩窗.",thang1,738,
,thang,窻,Chhong,"thang-á, thang-á kheng, thang-á-chí, thang-á-mn̂g, thoah-thang.","窗á, 窗á 框, 窗á子, 窗á門, 挩窗.",thang1,738,
,thang,窓,Chhong,"thang-á, thang-á kheng, thang-á-chí, thang-á-mn̂g, thoah-thang.","窗á, 窗á 框, 窗á只, 窗á門, 挩窗.",thang1,738,
,thang,窗,Chhong,"thang-á, thang-á kheng, thang-á-chí, thang-á-mn̂g, thoah-thang.","窗á, 窗á 框, 窗á子, 窗á門, 挩窗.",thang1,738,
,tháng,桶,Thóng,"tsúi-tháng, bīn-tháng, poa̍h-tháng, kha-tháng, chho͘-tháng, jiō-tháng.","水桶, 面桶, 跋桶, 腳桶, 粗桶, 尿桶.",thang2,738,
,Thàng,䚎,,"khòaⁿ bōe-bêng, ti̍t-ti̍t khòaⁿ, khàng-ba̍k.","看 bōe明, 直直 看, 掐目.",Thang3,738,
,thàng,疼,Tông,"thiàⁿ-thàng, khó͘-thàng, thàng-thiàⁿ, siong-sim khó͘-thàng.","疼痛, 苦痛, 疼痛, 傷心 苦痛.",thang3,738,
,thàng,𦙭,Tông,"thiàⁿ-thàng, khó͘-thàng, thàng-thiàⁿ, siong-sim khó͘-thàng.","疼痛, 苦痛, 疼痛, 傷心 苦痛.",thang3,738,
,thàng,通,Thong,"saⁿ-thàng, thàng-ji̍p-khì, thàng-kè, thàng-sim-koaⁿ; bô thàng-bé.","相迵, 迵入去, 迵過, 迵心肝; 無 迵尾.",thang3,738,
,thàng,痛,Thòng,"khó͘-thàng, thiàⁿ-thàng, thàng-thiàⁿ; thiàⁿ-sioh.","苦痛, 疼痛, 疼痛; 疼惜.",thang3,738,
,thâng,筒,Tông,"hiā-thâng, chiū-sī khàm chhù-téng ê hiā, chi̍t-pòaⁿ îⁿ-ê.","瓦筒, 就是 khàm 厝頂 ê 瓦, 一半 圓ê.",thang5,739,
,thâng,桐,Tông,"thâng-chí, thâng-iû, thâng-chí-iû, thâng-iû-he.","桐子, 桐油, 桐子油, 桐油灰.",thang5,739,
,thâng,童,Tông,chiū-sī lâng ê jī-sìⁿ.,就是 人 ê 字姓.,thang5,739,
,thâng,蟲,Thiông,"thâng-hiā, thâng-thōa, siⁿ-thâng, o͘-tō͘-thâng, būn-thâng, siⁿ-mô͘-thâng.","蟲蟻, 蟲豸, 生蟲, 烏肚蟲, 蝒蟲, 生毛蟲.",thang5,739,
,thāng,弄,Lōng,"thiu-thāng, chiū-sī thong-ti kah ê ì-sù.","抽弄, 就是 通知 教 ê 意思.",thang7,739,
,thāng,挵,Lōng,"thiu-thāng, chiū-sī thong-ti kah ê ì-sù.","抽弄, 就是 通知 教 ê 意思.",thang7,739,
,thāng,笭,Lêng,"phû-thāng, tek thāng, bāng-bé-thāng.","浮筩, 竹 筩, 網尾筩.",thang7,739,
,thāng,—,,"hê-thāng, chiū-sī tek-bi̍h, á-sī tîn tsòe ê hia, thang lia̍h hê-á.","蝦弄, 就是 竹篾, á是 藤 做 ê桸, 通 掠 蝦á.",thang7,739,
,Thap,𦨎,,"chi̍t-khoán tsûn ê miâ, chiūⁿ-tsûn.","一款 船 ê 名, 上船.",Thap4,739,
,Thap,傝,,"bōe-oē ka-kī an-ún, bô lō͘-ēng lâng, pháiⁿ, bô kín-sīn ê khoán-sit.","bōe會 家己 安穩, 無 路用 人, pháiⁿ, 無 謹慎 ê 款式.",Thap4,739,
,Thap,遢,,"àm-chīⁿ-kiâⁿ ê khoán-sit; kiâⁿ ê khoán, bô kín-sīn ê khoán-sit.","暗靜行 ê 款式; 行 ê 款, 無 謹慎 ê 款式.",Thap4,739,
,Thap,塌,,"tōe-hām, soaⁿ-pang, tó-hoāi, chi̍t-nah, lap lo̍h-khì, thap-thap lap-lap.","地陷, 山崩, 倒壞, 一凹, 塌 落去, 塌塌 塌塌.",Thap4,739,
,Thap,榻,,"bîn-chhn̂g, khòng-chhn̂g, pò͘ ê miâ; pit-thap.","眠床, 炕床, 布 ê 名; 筆榻.",Thap4,739,
,Thap,塔,,"thô͘ ka-la̍uh ê siaⁿ; thô͘-tui, saⁿ-tsàn-thah, káu-tsàn-thah.","土 交落 ê 聲; 土堆, 三層塔, 九層塔.",Thap4,739,
